PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
030002,01-JAN-23,31-DEC-23,As Submitted,BANNER UNIVERSITY MEDICAL CENTER PHX    ,1111 EAST MCDOWELL ROAD                 ,,PHOENIX                                 ,AZ                                      ,85006                                   ,,9632249,,,5004041,,,.3163,5521717,2138769,656,239138,25667,91022,212910,243,3959.04,,3554,11965,33486,,,,422,,786,
030006,01-JAN-23,31-DEC-23,As Submitted,TUCSON MEDICAL CENTER                   ,5301 E GRANT ROAD                       ,,TUCSON                                  ,AZ                                      ,85712                                   ,PIMA                                    ,4061389,,,4184181,,,.2005,1670646,699287,473,176181,29893,47319,150115,36.75,3346.74,,6294,9675,37376,,,,,,,
030010,01-OCT-22,30-JUN-23,As Submitted,CARONDELET ST. MARYS HOSPITAL           ,1601 W. ST. MARYS ROAD                  ,,TUCSON                                  ,AZ                                      ,85745-                                  ,PIMA                                    ,,,,623345,,,.1489,,,357,97461,5720,1779,30889,,648.72,,1187,168,6066,1141,75,,2,,319,273
030011,01-OCT-22,30-JUN-23,As Submitted,CARONDELET ST. JOSEPH HOSPITAL          ,350 NORTH WILMOT ROAD                   ,,TUCSON                                  ,AZ                                      ,85732-                                  ,PIMA                                    ,,,,652820,,,.1185,,,390,106441,7272,1330,40819,,820.36,,1589,56,8397,1733,356,,1,,540,
030012,01-JAN-23,31-DEC-23,As Submitted,YAVAPAI REGIONAL MEDICAL CENTER         ,1003 WILLOW CREEK ROAD                  ,,PRESCOTT                                ,AZ                                      ,86301                                   ,YAVAPAI                                 ,,,,,,,,,,218,79570,20244,4121,58753,,1664.92,,4180,920,13537,650,,,,,,
030013,01-OCT-22,30-SEP-23,As Submitted,YUMA REGIONAL MEDICAL CENTER            ,2400 S AVENUE A                         ,,YUMA                                    ,AZ                                      ,85364                                   ,YUMA                                    ,1079977,,,2255364,,,.2257,451082,544913,430,150374,13365,18499,54143,24.53,2258.54,,3235,4188,11279,,,,,,,
030014,01-JAN-23,31-DEC-23,As Submitted,HONORHEALTH JOHN C. LINCOLN MED CTR     ,250 EAST DUNLAP                         ,,PHOENIX                                 ,AZ                                      ,85020                                   ,MARICOPA                                ,944015,,,1388157,,,.1612,547959,243972,239,87235,12732,15289,57914,11.01,1546.75,,2848,2690,10736,,,,,,,
030016,01-JAN-23,31-DEC-23,As Submitted,BANNER CASA GRANDE MEDICAL CENTER       ,1800 EAST FLORENCE BLVD                 ,,CASA GRANDE                             ,AZ                                      ,85122                                   ,,6737,,,583248,,,.1922,,,141,51465,5508,7033,25119,.32,600.69,,1125,1160,5715,,,,,,,
030036,01-JAN-23,31-DEC-23,As Submitted,CHANDLER REGIONAL MEDICAL CENTER        ,475 SOUTH DOBSON ROAD                   ,,CHANDLER                                ,AZ                                      ,85224                                   ,MARICOPA                                ,829274,287101,,1252238,433535,,.0779,371024,131039,429,156585,29100,2150,151800,8.95,2351.02,,6809,438,31986,5737,,,,,,
030061,01-JAN-23,31-DEC-23,As Submitted,BANNER BOSWELL MEDICAL CENTER           ,10401 THUNDERBIRD BLVD.                 ,,SUN CITY                                ,AZ                                      ,85351-                                  ,MARICOPA                                ,200899,,,491133,,,.0327,218697,83919,410,127020,22813,11281,82183,2.69,1267.82,,4701,1612,16022,,,,,,,
030062,01-JAN-23,31-DEC-23,As Submitted,SUMMIT HEALTHCARE                       ,2200 SHOW LOW LAKE RD.                  ,,SHOW LOW                                ,AZ                                      ,85901                                   ,NAVAJO                                  ,,,,463961,,,.12,,,89,32485,4622,1827,16540,,1093.68,,1435,503,5167,1190,30,,,,251,
030064,01-JAN-23,31-DEC-23,As Submitted,BANNER UNIVERSITY MED CENTER TUCSON     ,1625 NORTH CAMPBELL AVENUE              ,,TUCSON                                  ,AZ                                      ,85719-4330                              ,PIMA                                    ,17797426,,,4146626,,,.2824,6469446,5365137,559,197429,23744,65855,166847,492,3669.79,,3673,5870,25715,,,,,,,
030065,01-JAN-23,31-DEC-23,As Submitted,BANNER DESERT MEDICAL CENTER            ,1400 SOUTH DOBSON ROAD                  ,,MESA                                    ,AZ                                      ,85202                                   ,MARICOPA                                ,26479,,,3522810,,,.2283,15098,5251,629,229585,25525,63220,175154,8.1,2648.95,,4488,10215,32110,,,,,,,
030077,01-OCT-22,09-JAN-23,Settled,SAN CARLOS APACHE HEALTHCARE CORP       ,103 MEDICINE WAY ROAD                   ,,PERIDOT                                 ,AZ                                      ,85542                                   ,GRAHAM                                  ,,,,4462,,,.12,,,12,1212,77,282,483,,820,,16,86,136,,,,,,,
030083,01-OCT-22,30-SEP-23,As Submitted,ABRAZO SCOTTSDALE CAMPUS                ,3929 EAST BELL ROAD                     ,,PHOENIX                                 ,AZ                                      ,85032                                   ,MARICOPA                                ,,,,488767,,,.1524,,,128,46720,3967,1066,18510,,363.9,,956,101,4701,954,,,,,,
030085,01-OCT-22,30-SEP-23,As Submitted,NORTHWEST MEDICAL CENTER                ,6200 NORTH LA CHOLLA                    ,,TUCSON                                  ,AZ                                      ,85741-                                  ,PIMA                                    ,414421,,,971838,,,.0902,194755,99306,252,91980,14787,1803,60189,4.14,1106.87,,3492,2530,12667,,,,,,,
030087,01-JAN-23,31-DEC-23,As Submitted,HONORHEALTH SCOTTSDALE SHEA MED CTR     ,9300 E SHEA BLVD                        ,,SCOTTSDALE                              ,AZ                                      ,85260                                   ,MARICOPA                                ,1202379,,,1237101,,,.06,170164,68781,427,152447,26290,16069,85772,11.35,2117.2,,6179,2901,20438,,,,,,,
030088,01-JAN-23,31-DEC-23,As Submitted,BANNER BAYWOOD MEDICAL CENTER           ,6644 BAYWOOD AVENUE                     ,6239                                    ,MESA                                    ,AZ                                      ,85206-                                  ,MARICOPA                                ,,,,311142,,,.033,,,323,117895,17755,8980,64897,,1090.25,,3430,1400,12174,,,,,,,
030089,01-JAN-23,31-DEC-23,As Submitted,BANNER THUNDERBIRD MEDICAL CENTER       ,5555 WEST THUNDERBIRD ROAD              ,,GLENDALE                                ,AZ                                      ,85308                                   ,MARICOPA                                ,74765,,,2982841,,,.2464,5724,2216,539,196735,19481,49928,137723,6.28,2270.91,,3484,7580,26458,,,,941,,1738,
030092,01-JAN-23,31-DEC-23,As Submitted,HONORHEALTH DEER VALLEY MED CTR         ,19829 N 27TH AVENUE                     ,,PHOENIX                                 ,AZ                                      ,85027                                   ,MARICOPA                                ,625755,,,992771,,,.0933,8992,2765,204,74460,14317,12467,60804,5.9,1267.11,,3264,2320,12033,,,,,,,
030093,01-JAN-23,31-DEC-23,As Submitted,BANNER DEL E WEBB MEDICAL CENTER        ,14502 WEST MEEKER BOULEVARD             ,,SUN CITY WEST                           ,AZ                                      ,85375                                   ,MARICOPA                                ,4036,,,754038,,,.0538,49443,18660,337,123005,23269,12587,76129,.84,1274.55,,5037,2156,16985,,,,446,,1425,1
030103,01-JAN-23,31-DEC-23,As Submitted,MAYO CLINIC HOSPITAL                    ,5777 EAST MAYO BLVD                     ,,PHOENIX                                 ,AZ                                      ,85054                                   ,MARICOPA                                ,31947110,,,,,,,4757290,2448324,353,128845,49069,5072,102093,170.57,7876.48,,9549,787,18678,,,,,,,
030105,01-JAN-23,31-DEC-23,As Submitted,BANNER HEART HOSPITAL                   ,6750 EAST BAYWOOD AVENUE                ,,MESA                                    ,AZ                                      ,85206                                   ,MARICOPA                                ,,,,,,,,21721,7695,108,39420,6349,1235,20752,.8,348.48,,1495,321,4827,,,,,,,
030107,01-JAN-23,31-DEC-23,As Submitted,AZ SPINE & JOINT HOSPITAL               ,4620 EAST BASELINE ROAD                 ,,MESA                                    ,AZ                                      ,85206                                   ,MARICOPA                                ,,,,,,,,,,23,8395,577,,1136,,97.46,,406,,787,16,,,,,,
030108,01-JAN-23,31-DEC-23,As Submitted,THE CORE INSTITUTE SPECIALTY HOSPITA    ,6501 N 19TH AVE                         ,,PHOENIX                                 ,AZ                                      ,85015                                   ,MARICOPA                                ,,,,,,,,,,28,10220,298,,1072,,179.37,,228,,677,,,,,,,
030111,01-JAN-23,31-DEC-23,As Submitted,BANNER UNIVERSITY MED CENTER SOUTH      ,2800 EAST AJO WAY                       ,,TUCSON                                  ,AZ                                      ,85713                                   ,PIMA                                    ,2616057,,,829745,,,.3886,1771988,2173260,147,47820,5158,18501,40266,110.26,785.12,,810,2158,6839,,,,33,,215,
030112,01-JAN-23,31-DEC-23,As Submitted,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL    ,2905 WEST WARNER ROAD                   ,,CHANDLER                                ,AZ                                      ,85225                                   ,MARICOPA                                ,,,,,,,,,,24,8760,342,,874,,82.28,,148,,416,,,,,,,
030114,01-OCT-22,30-SEP-23,As Submitted,NORTHWEST MEDICAL CENTER ORO VALLEY     ,1551 E TANGERINE ROAD                   ,,ORO VALLEY                              ,AZ                                      ,85755-                                  ,PIMA                                    ,233909,,,,,,,108388,53702,78,28470,6728,51,16539,1.96,493.75,,1902,24,4303,330,274,,4,,588,522
030115,01-JAN-23,31-DEC-23,As Submitted,BANNER ESTRELLA MEDICAL CENTER          ,9201 WEST THOMAS ROAD                   ,,PHOENIX                                 ,AZ                                      ,85037                                   ,,425,,,1620234,,,.2748,,,317,115705,10251,31156,81308,.92,1404.91,,1927,5974,18265,,,,,,,
030117,01-DEC-22,30-NOV-23,As Submitted,VALLEY VIEW MEDICAL CENTER              ,5330 ARIZONA 95                         ,,FORT MOHAVE                             ,AZ                                      ,86426-                                  ,MOHAVE                                  ,,,,57198,,,.12,,,72,26280,806,3,4087,,196.43,,227,26,1235,,,,,,,223
030122,01-JAN-23,31-DEC-23,As Submitted,BANNER GATEWAY MEDICAL CENTER           ,1900 NORTH HIGHLEY ROAD                 ,,GILBERT                                 ,AZ                                      ,85234                                   ,MARICOPA                                ,783,,,822027,,,.1302,,,185,67525,11246,15230,59959,2.86,1667.02,,1797,2439,12331,,,,,,,
030123,01-JAN-23,31-DEC-23,As Submitted,HONORHEALTH SCOTTSDALE THOMPSON PEAK    ,7400 EAST THOMPSON PEAK PKWY            ,,SCOTTSDALE                              ,AZ                                      ,85255                                   ,MARICOPA                                ,4852448,,,,,,,2140090,1229748,120,43800,12482,1798,24889,30.42,661.05,,3226,654,5979,,,,,,,
030130,01-JAN-23,31-DEC-23,As Submitted,BANNER IRONWOOD MEDICAL CENTER          ,37000 N GANTZEL ROAD                    ,,QUEEN CREEK                             ,AZ                                      ,85140                                   ,,,,,250357,,,.12,,,89,32485,3388,4854,19787,,434.98,,760,461,6068,,,,,,,
030131,01-JAN-23,31-DEC-23,As Submitted,OASIS HOSPITAL                          ,750 NORTH 40TH STREET                   ,,PHOENIX                                 ,AZ                                      ,85008                                   ,MARICOPA                                ,,,,,,,,,,64,23360,1208,,3049,,162.13,,590,,1321,,,,,,,
030134,01-JAN-23,31-DEC-23,As Submitted,BANNER GOLDFIELD MEDICAL CENTER         ,2050 W SOUTHERN AVE                     ,,APACHE JUNCTION                         ,AZ                                      ,85120                                   ,PINAL                                   ,,,,23665,,,.0585,,,20,7300,496,342,1957,,90.11,,181,44,767,,,,,,,
030136,01-JAN-23,31-DEC-23,As Submitted,ARIZONA GENERAL HOSPITAL                ,7171 S 51ST AVENUE                      ,,LAVEEN                                  ,AZ                                      ,85339                                   ,MARICOPA                                ,,,,9193,,,.12,,,16,5840,129,714,2004,,272.51,,51,105,835,294,,,,,,
